time,GM_main,baseforce,acc_2,acc_4,acc_6,acc_8,acc_10,vel_2,vel_4,vel_6,vel_8,vel_10,dis_2,dis_4,dis_6,dis_8,dis_10
0.0,-0.0010812050999999998,-44.403,0.000925918,0.000986041,0.000987683,0.000987727,0.00098773,9.25918e-06,9.86041e-06,9.87683e-06,9.87727e-06,9.8773e-06,9.25918e-08,9.86041e-08,9.87683e-08,9.87727e-08,9.8773e-08
0.02,-0.0009945866999999998,-177.456,0.000464689,0.000755687,0.000772192,0.000772854,0.000772918,2.31653e-05,2.72777e-05,2.74756e-05,2.74831e-05,2.74838e-05,4.16836e-07,4.69985e-07,4.72293e-07,4.72376e-07,4.72384e-07
0.04,-0.0007920045,-329.588,-0.000192625,0.000357908,0.000433448,0.00043818,0.000438752,2.58859e-05,3.84136e-05,3.9532e-05,3.95934e-05,3.96005e-05,9.07348e-07,1.1269e-06,1.14237e-06,1.14314e-06,1.14323e-06
0.06,-0.00046635521999999994,-415.322,-0.000583277,-0.000175077,2.94841e-05,5.05531e-05,5.38108e-05,1.81269e-05,4.0242e-05,4.41613e-05,4.44808e-05,4.45261e-05,1.34748e-06,1.91345e-06,1.9793e-06,1.98388e-06,1.98449e-06
0.08,-8.557647e-05,-442.163,-0.000468865,-0.000665625,-0.000315944,-0.000251123,-0.000238141,7.60546e-06,3.18349e-05,4.12967e-05,4.24751e-05,4.26828e-05,1.6048e-06,2.63422e-06,2.83388e-06,2.85344e-06,2.85658e-06
0.1,0.00020391278999999998,-454.42,-0.000122791,-0.000800613,-0.000453186,-0.000309653,-0.000271645,1.6889e-06,1.71726e-05,3.36054e-05,3.68673e-05,3.7585e-05,1.69774e-06,3.1243e-06,3.5829e-06,3.64687e-06,3.65926e-06
0.12,0.00022672967999999997,-490.906,0.000344103,-0.000201345,-0.000135171,9.23245e-05,0.000175223,3.90202e-06,7.15298e-06,2.77219e-05,3.4694e-05,3.66207e-05,1.75365e-06,3.36755e-06,4.19618e-06,4.36248e-06,4.40132e-06
0.14,-0.00026163612,-596.889,0.000909735,0.000948976,0.000575142,0.000810819,0.000942084,1.64404e-05,1.46293e-05,3.21216e-05,4.37255e-05,4.77938e-05,1.95708e-06,3.58538e-06,4.79461e-06,5.14667e-06,5.24546e-06
0.16,-0.0011351579999999998,-824.647,0.00146454,0.00213787,0.00153288,0.00161773,0.00175055,4.01831e-05,4.54977e-05,5.32018e-05,6.80109e-05,7.47201e-05,2.52331e-06,4.18665e-06,5.64784e-06,6.26404e-06,6.4706e-06
0.18,-0.002145672,-1222.31,0.0019191,0.0031091,0.00277462,0.00256809,0.00259508,7.40195e-05,9.79674e-05,9.62768e-05,0.000109869,0.000118176,3.66534e-06,5.6213e-06,7.14263e-06,8.04284e-06,8.39957e-06
