time,GM_main,baseforce,acc_2,acc_4,acc_6,acc_8,acc_10,vel_2,vel_4,vel_6,vel_8,vel_10,dis_2,dis_4,dis_6,dis_8,dis_10
0.0,-0.008630678999999999,180.738,-0.00376886,-0.00401359,-0.00402027,-0.00402045,-0.00402046,-3.76886e-05,-4.01359e-05,-4.02027e-05,-4.02045e-05,-4.02046e-05,-3.76886e-07,-4.01359e-07,-4.02027e-07,-4.02045e-07,-4.02046e-07
0.02,0.0040483698,472.322,0.00332162,0.00247564,0.0024177,0.00241525,0.00241502,-4.21611e-05,-5.55153e-05,-5.62284e-05,-5.62564e-05,-5.62591e-05,-1.17538e-06,-1.35787e-06,-1.36634e-06,-1.36665e-06,-1.36668e-06
0.04,-0.0023759268,291.331,0.0044662,0.00393288,0.00372022,0.00370474,0.00370277,3.57171e-05,8.56993e-06,5.15088e-06,4.94352e-06,4.91879e-06,-1.23982e-06,-1.82732e-06,-1.87711e-06,-1.87978e-06,-1.88009e-06
0.06,-0.0037057721999999996,-187.988,-0.00195814,-0.000430722,-0.000825772,-0.000884306,-0.000894287,6.07976e-05,4.35916e-05,3.40954e-05,3.31479e-05,3.30036e-05,-2.74676e-07,-1.30571e-06,-1.48465e-06,-1.49887e-06,-1.50086e-06
0.08,0.0008742165,-150.67,-0.00437792,-0.00189117,-0.00214483,-0.00228735,-0.00232145,-2.56294e-06,2.03727e-05,4.38938e-06,1.43128e-06,8.46225e-07,3.07671e-07,-6.66067e-07,-1.0998e-06,-1.15308e-06,-1.16236e-06
0.1,0.0023346677999999997,362.355,-0.00173007,-0.00208751,-0.00162046,-0.00183543,-0.00191569,-6.36428e-05,-1.94141e-05,-3.32635e-05,-3.97965e-05,-4.15252e-05,-3.54386e-07,-6.56481e-07,-1.38854e-06,-1.53673e-06,-1.56915e-06
0.12,0.0019947273,467.495,0.00724324,0.00391067,0.00511768,0.00498469,0.00486241,-8.51105e-06,-1.18257e-06,1.70859e-06,-8.30393e-06,-1.2058e-05,-1.07592e-06,-8.62447e-07,-1.70409e-06,-2.01773e-06,-2.10498e-06
0.14,-0.0047134557,-208.11,0.00307229,0.00204188,0.00289491,0.00310548,0.00302645,9.46443e-05,5.83429e-05,8.18345e-05,7.25977e-05,6.68306e-05,-2.14592e-07,-2.90844e-07,-8.68663e-07,-1.3748e-06,-1.55726e-06
0.16,-0.0027676118999999996,-949.313,-0.00150403,0.00251764,0.00191389,0.0025608,0.00269383,0.000110327,0.000103938,0.000129922,0.000129261,0.000124033,1.83512e-06,1.33196e-06,1.24891e-06,6.43787e-07,3.51383e-07
0.18,-0.0022734422999999998,-1460.92,0.00230377,0.00710608,0.00579109,0.00652041,0.00696889,0.000118324,0.000200175,0.000206972,0.000220073,0.000220661,4.12163e-06,4.3731e-06,4.61785e-06,4.13712e-06,3.79832e-06
0.2,-0.006516831,-2095.1,-0.000745053,0.000473077,0.00076909,0.000996207,0.00156357,0.000133911,0.000275967,0.000272574,0.000295239,0.000305985,6.64399e-06,9.13451e-06,9.41332e-06,9.29024e-06,9.06478e-06
0.22,-0.0013641327,-2708.59,-0.00119735,-0.00256052,0.000410067,5.04802e-05,0.000246506,0.000114487,0.000255092,0.000284366,0.000305706,0.000324086,9.12798e-06,1.44451e-05,1.49827e-05,1.52997e-05,1.53655e-05
0.24,-0.0006006525,-3196.2,-0.00119978,-0.00276049,0.000909551,0.000759831,0.000293152,9.05161e-05,0.000201882,0.000297562,0.000313809,0.000329482,1.1178e-05,1.90148e-05,2.0802e-05,2.14948e-05,2.19012e-05
0.26,-0.0012960375,-3773.05,0.000535544,-0.000703837,0.000612762,0.00159051,0.000953271,8.38738e-05,0.000167239,0.000312785,0.000337312,0.000341947,1.29219e-05,2.27061e-05,2.69055e-05,2.80061e-05,2.86155e-05
0.28,-0.0023119574999999996,-4472.38,0.00215344,0.00187435,2.44325e-06,0.00189476,0.00215003,0.000110764,0.000178944,0.000318937,0.000372165,0.00037298,1.48683e-05,2.61679e-05,3.32227e-05,3.51008e-05,3.57647e-05
0.3,-0.0035041946999999998,-5119.51,-0.00109477,0.000211355,-0.00288265,-0.00153008,3.34031e-05,0.00012135,0.000199801,0.000290135,0.000375812,0.000394814,1.71894e-05,2.99553e-05,3.93134e-05,4.25806e-05,4.34427e-05
0.32,-0.001585233,-5299.53,-0.00786631,-0.00712703,-0.00899976,-0.00944351,-0.00775466,3.17396e-05,0.000130644,0.000171311,0.000266076,0.000317601,1.87203e-05,3.32598e-05,4.39279e-05,4.89995e-05,5.05668e-05
0.34,0.0050601435,-4970.09,-0.000640917,-0.00359804,-0.00355005,-0.00552999,-0.00565598,-5.33327e-05,2.33936e-05,4.58127e-05,0.000116341,0.000183495,1.85044e-05,3.48002e-05,4.60991e-05,5.28236e-05,5.55778e-05
0.36,0.0008250576,-5132.4,0.00968959,0.00482112,0.00550821,0.00333409,0.000860025,3.7154e-05,3.56244e-05,6.53943e-05,9.4382e-05,0.000135536,1.83426e-05,3.53904e-05,4.72112e-05,5.49309e-05,5.87681e-05
0.38,-0.007711302,-6458.76,0.00726258,0.00711143,0.00655296,0.0050718,0.00209921,0.000206676,0.00015495,0.000186006,0.000178441,0.000165128,2.07809e-05,3.72961e-05,4.97252e-05,5.76591e-05,6.17747e-05
0.4,-0.009359979,-7834.4,-0.00777219,-0.00111119,-0.00342436,-0.00441611,-0.00540919,0.00020158,0.000214952,0.000217292,0.000184998,0.000132028,2.48635e-05,4.09951e-05,5.37581e-05,6.12935e-05,6.47463e-05
0.42,-0.00032019075,-8090.44,-0.00593217,-9.65951e-05,-0.00222675,-0.00315413,-0.00175255,6.4536e-05,0.000202874,0.000160781,0.000109295,6.04106e-05,2.75246e-05,4.51734e-05,5.75389e-05,6.42364e-05,6.66707e-05
0.44,-0.0018823283999999999,-7985.21,0.00234238,-2.98038e-05,0.000778596,0.000253543,0.00201237,2.8638e-05,0.00020161,0.0001463,8.02896e-05,6.30088e-05,2.84564e-05,4.92182e-05,6.06097e-05,6.61323e-05,6.79049e-05
0.46,-0.0046044432,-8159.57,-0.00464375,-0.011967,-0.00813948,-0.00736143,-0.00724391,5.62435e-06,8.16426e-05,7.26907e-05,9.21074e-06,1.06934e-05,2.8799e-05,5.20508e-05,6.27996e-05,6.70273e-05,6.86419e-05
0.48,0.004600709999999999,-8183.76,0.00121185,-0.00353825,-0.000309779,0.00216695,0.00108023,-2.86946e-05,-7.34096e-05,-1.1802e-05,-4.2734e-05,-5.09434e-05,2.85683e-05,5.21331e-05,6.34085e-05,6.6692e-05,6.82394e-05
0.5,-0.0037708023,-8343.72,0.00271016,0.00243718,0.00150278,0.00481959,0.00480529,1.05254e-05,-8.44203e-05,1.2805e-07,2.71314e-05,7.91178e-06,2.83866e-05,5.05548e-05,6.32917e-05,6.6536e-05,6.78091e-05
0.52,-0.0069049919999999996,-8970.1,0.0043222,0.00716426,0.00288435,0.00522089,0.00749331,8.0849e-05,1.15941e-05,4.39993e-05,0.000127536,0.000130898,2.93003e-05,4.98265e-05,6.3733e-05,6.80827e-05,6.91972e-05
0.54,-0.009119667,-9491.05,-0.00337081,0.0016144,-0.00150435,-0.00171332,0.00117252,9.03629e-05,9.93807e-05,5.77993e-05,0.000162612,0.000217556,3.10124e-05,5.09363e-05,6.4751e-05,7.09842e-05,7.26817e-05
0.56,-0.0038420595,-9202.43,-0.00918857,-0.00585892,-0.00448084,-0.00722833,-0.00685439,-3.5231e-05,5.69355e-05,-2.05257e-06,7.31954e-05,0.000160737,3.15638e-05,5.24994e-05,6.53085e-05,7.33423e-05,7.64646e-05
0.58,0.0014467934999999998,-8178.48,-0.00421692,-0.00759238,-0.00284171,-0.00632094,-0.00969759,-0.000169286,-7.75775e-05,-7.52781e-05,-6.22972e-05,-4.78253e-06,2.95186e-05,5.2293e-05,6.45352e-05,7.34512e-05,7.80242e-05
0.6,0.0015713304,-6887.51,-0.00267597,-0.0112378,-0.00751841,-0.00948591,-0.0142059,-0.000238215,-0.00026588,-0.000178879,-0.000220366,-0.000243817,2.54436e-05,4.88585e-05,6.19936e-05,7.06246e-05,7.55382e-05
