time,GM_main,baseforce,acc_2,acc_4,acc_6,acc_8,acc_10,vel_2,vel_4,vel_6,vel_8,vel_10,dis_2,dis_4,dis_6,dis_8,dis_10
0.0,-0.0006752705999999999,-100.48,0.00209527,0.00223132,0.00223504,0.00223514,0.00223515,2.09527e-05,2.23132e-05,2.23504e-05,2.23514e-05,2.23515e-05,2.09527e-07,2.23132e-07,2.23504e-07,2.23514e-07,2.23515e-07
0.02,-0.0022506605999999996,-384.442,0.000694435,0.00132975,0.00136646,0.00136795,0.00136809,4.88497e-05,5.79239e-05,5.83654e-05,5.83822e-05,5.83838e-05,9.07551e-07,1.0255e-06,1.03066e-06,1.03085e-06,1.03087e-06
0.04,-0.0014086352999999998,-699.367,-0.000156749,0.00100659,0.00117198,0.00118245,0.00118372,5.42266e-05,8.12873e-05,8.37498e-05,8.38862e-05,8.39019e-05,1.93832e-06,2.41762e-06,2.45181e-06,2.45353e-06,2.45372e-06
0.06,-0.0012422172,-901.764,-0.000990589,-0.000133525,0.000308459,0.00035464,0.000361823,4.27532e-05,9.00179e-05,9.85542e-05,9.92571e-05,9.93573e-05,2.90811e-06,4.13067e-06,4.27485e-06,4.28497e-06,4.28632e-06
0.08,-0.00043269369,-999.379,-0.00110567,-0.0014401,-0.000690188,-0.00054928,-0.000520875,2.17907e-05,7.42817e-05,9.47369e-05,9.73107e-05,9.77668e-05,3.55355e-06,5.77366e-06,6.20777e-06,6.25064e-06,6.25756e-06
0.1,0.00044287482,-1053.16,-0.000136655,-0.0014138,-0.000661878,-0.000351633,-0.000269015,9.36743e-06,4.57428e-05,8.12162e-05,8.83016e-05,8.98679e-05,3.86513e-06,6.97391e-06,7.9673e-06,8.10677e-06,8.1339e-06
0.12,0.00016538126999999999,-1148.46,0.000427615,-0.000656975,-0.000472284,1.90942e-05,0.000198449,1.2277e-05,2.5035e-05,6.98746e-05,8.49762e-05,8.91622e-05,4.08158e-06,7.68169e-06,9.47821e-06,9.83954e-06,9.92421e-06
0.14,-0.00039338187,-1339.25,0.00110348,0.00103224,0.000321745,0.00083736,0.00112112,2.7588e-05,2.87877e-05,6.83692e-05,9.35407e-05,0.000102358,4.48023e-06,8.21991e-06,1.08606e-05,1.16247e-05,1.18394e-05
0.16,-0.0015397971000000001,-1566.08,-0.000253053,0.000555055,-0.000667288,-0.000457284,-0.000166961,3.60922e-05,4.46607e-05,6.49138e-05,9.73415e-05,0.0001119,5.11703e-06,8.9544e-06,1.21935e-05,1.35335e-05,1.3982e-05
0.18,-0.0006558446999999999,-1748.85,0.000398133,0.00125921,0.000424953,2.93921e-05,0.000101778,3.7543e-05,6.28034e-05,6.24905e-05,9.30625e-05,0.000111248,5.85338e-06,1.0029e-05,1.34675e-05,1.54376e-05,1.62135e-05
0.2,-0.0014951669999999997,-1858.24,-0.00178455,-0.00167971,-0.00151581,-0.00248427,-0.0028555,2.36788e-05,5.85984e-05,5.15818e-05,6.85138e-05,8.37105e-05,6.4656e-06,1.12431e-05,1.46082e-05,1.70533e-05,1.8163e-05
0.22,0.0008890727999999999,-1911.01,0.000411052,-0.000377728,0.000491527,-0.000587542,-0.00138092,9.94384e-06,3.80241e-05,4.1339e-05,3.77956e-05,4.13462e-05,6.80183e-06,1.22093e-05,1.55374e-05,1.81164e-05,1.94136e-05
0.24,-0.0008849673,-2017.5,8.17892e-05,-0.000878199,-0.000255559,-0.000847016,-0.00165029,1.48723e-05,2.54648e-05,4.36987e-05,2.345e-05,1.10341e-05,7.04999e-06,1.28442e-05,1.63878e-05,1.87289e-05,1.99374e-05
0.26,-0.00040770216,-2116.1,-0.000974204,-0.00128119,-0.00163585,-0.00147286,-0.00169898,5.9481e-06,3.87096e-06,2.47845e-05,2.5128e-07,-2.24586e-05,7.25819e-06,1.31375e-05,1.70727e-05,1.89659e-05,1.98232e-05
0.28,0.00034526285999999997,-2178.36,0.00167398,0.00196092,0.000787406,0.00144679,0.0020493,1.29458e-05,1.06682e-05,1.63001e-05,-9.46413e-09,-1.89554e-05,7.44713e-06,1.32829e-05,1.74835e-05,1.89683e-05,1.9409e-05
0.3,-0.0026186102999999996,-2214.19,-0.00279443,-0.00263357,-0.00373856,-0.00310044,-0.00208727,1.74125e-06,3.94175e-06,-1.32115e-05,-1.6546e-05,-1.93352e-05,7.594e-06,1.3429e-05,1.75144e-05,1.88028e-05,1.90261e-05
0.32,0.0018871733999999997,-2132.45,0.00124358,0.000774626,0.000547517,0.000819663,0.0014331,-1.37673e-05,-1.46476e-05,-4.5122e-05,-3.93538e-05,-2.58769e-05,7.47374e-06,1.3322e-05,1.69311e-05,1.82438e-05,1.8574e-05
0.34,-0.0019088688,-1989.26,-0.0024202,-0.00341605,-0.00272567,-0.00281395,-0.00307833,-2.55335e-05,-4.10619e-05,-6.69035e-05,-5.92967e-05,-4.23292e-05,7.08073e-06,1.27649e-05,1.58108e-05,1.72573e-05,1.78919e-05
0.36,0.0019748577,-1664.62,-0.0021344,-0.0032789,-0.00238216,-0.00263821,-0.00346667,-7.10795e-05,-0.000108011,-0.000117982,-0.000113818,-0.000107779,6.1146e-06,1.12741e-05,1.39619e-05,1.55261e-05,1.63909e-05
0.38,0.0019807277999999997,-1137.98,-0.000419119,-0.00150982,-0.00124974,-0.00152743,-0.00213263,-9.66147e-05,-0.000155898,-0.000154301,-0.000155475,-0.000163772,4.43766e-06,8.63504e-06,1.12391e-05,1.28332e-05,1.36753e-05
0.4,0.0008030000999999999,-667.457,0.000909747,0.000239956,-0.000501419,-0.000766634,-0.000676611,-9.17084e-05,-0.000168597,-0.000171812,-0.000178415,-0.000191865,2.55443e-06,5.39008e-06,7.97799e-06,9.49428e-06,1.0119e-05
0.42,-0.00015167960999999997,-371.984,0.00226459,0.00274085,0.00128908,0.00101881,0.00152819,-5.9965e-05,-0.000138789,-0.000163936,-0.000175894,-0.000183349,1.0377e-06,2.31622e-06,4.6205e-06,5.95119e-06,6.36684e-06
0.44,-0.0019731746999999997,-70.6699,-0.00179086,-0.00027928,-0.00168683,-0.00200112,-0.00174417,-5.52278e-05,-0.000114173,-0.000167913,-0.000185717,-0.000185508,-1.14231e-07,-2.13405e-07,1.30201e-06,2.33508e-06,2.67826e-06
0.46,0.0013550138999999998,437.425,-7.81083e-05,0.00080934,0.000276227,-0.000141129,-0.000497478,-7.39174e-05,-0.000108873,-0.000182019,-0.000207139,-0.000207925,-1.40568e-06,-2.44387e-06,-2.19732e-06,-1.59348e-06,-1.25607e-06
0.48,4.1879109e-05,902.554,0.00136274,0.000477909,0.00117286,0.000664419,-4.74367e-05,-6.10711e-05,-9.60004e-05,-0.000167528,-0.000201906,-0.000213374,-2.75557e-06,-4.4926e-06,-5.69279e-06,-5.68393e-06,-5.46906e-06
